choice_time,element,entry,entry_name,id_x,index,league,pick,player_first_name,player_last_name,round,seconds_to_pick,was_auto,id_y,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,added,chance_of_playing_next_round,chance_of_playing_this_round,code,draft_rank,dreamteam_count,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,news_return,news_updated,points_per_game,second_name,squad_number,status,total_points,web_name,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,element_type,team,position_points_rank,pick_order,position_pick_order,points_vs_position_pick,points_vs_position_pick_rank,all_players_position_points_rank,all_players_points_vs_position_pick,all_players_points_vs_position_pick_rank
2024-08-13T19:36:40.931282Z,525,324701.0,Eleven Hags,3320861.0,26.0,48142.0,8.0,Liam,Thaker,3.0,,False,525,1,2,145,1,181.5,18,2,72.1,192.4,826,0,0,0,1,0,347.0,0,10,3.05,1.29,4.34,15.74,2024-07-17T10:20:03.232115Z,100.0,100.0,460842,51,0,,,7,Mohammed,2.2,False,,2024-10-19T16:00:07.402004Z,,,3.2,Kudus,,a,32,Kudus,155,57,90,69,26,13,52,32,,,,,,,,,,,3,19,31.0,26.0,13.0,-18.0,41.0,74.0,-61.0,34.0
,,,,,,,,,,,,,526,0,0,7,0,0.4,0,0,0.2,0.0,11,0,0,0,0,0,2.0,0,0,0.00,0.00,0.00,0.13,2024-07-17T10:20:03.233246Z,,,577114,331,0,,,0,Luis Guilherme,0.0,False,,,,,1.0,Lira dos Santos,,a,2,L.Guilherme,652,290,432,223,396,210,469,226,,,,,,,,,,,3,19,,,,,,212.0,,
2024-08-13T19:59:58.060049Z,527,317751.0,Some Solanke-Panky?,3320921.0,86.0,48142.0,5.0,Alex,Turnbull,10.0,,False,527,1,1,171,3,266.1,23,2,59.4,197.0,1031,0,0,0,0,0,134.0,4,12,2.48,1.09,3.57,21.99,2024-07-17T10:20:03.234590Z,,,224024,83,0,,,1,Lucas,2.5,False,,,,,2.6,Tolentino Coelho de Lima,,a,39,L.Paquetá,148,55,45,36,112,72,86,52,,,,,,,,,,,3,19,24.0,86.0,35.0,11.0,12.0,50.0,-15.0,23.0
,,,,,,,,,,,,,528,0,2,106,1,23.6,16,0,33.3,220.6,863,0,0,0,0,0,88.0,1,9,0.81,0.34,1.15,17.62,2024-07-17T10:20:03.235450Z,100.0,100.0,233963,446,0,,,2,Konstantinos,1.0,False,,2024-11-30T22:00:08.032136Z,,,1.7,Mavropanos,,a,20,Mavropanos,127,51,318,102,161,29,200,58,,,,,,,,,,,2,19,,,,,,72.0,,
,,,,,,,,,,,,,529,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.236547Z,0.0,0.0,210494,452,0,,,0,Nayef,0.0,False,On loan to Real Sociedad for the season,2024-09-01T09:10:50.538029Z,,,0.0,Aguerd,,u,0,N.Aguerd,562,218,552,217,528,211,564,218,,,,,,,,,,,2,19,,,,,,201.0,,
,,,,,,,,,,,,,530,1,8,179,3,133.2,20,4,67.1,257.2,983,0,0,0,0,0,287.0,4,11,2.82,0.74,3.56,18.44,2024-07-17T10:20:03.238030Z,,,215439,195,0,,,9,Tomáš,5.5,False,,,,,3.9,Souček,,a,54,Souček,90,31,136,96,38,23,64,40,,,,,,,,,,,3,19,,,,,,24.0,,
2024-08-13T19:53:33.918660Z,531,283372.0,CripplingHannover96,3320904.0,69.0,48142.0,6.0,Ryan,McIntyre,8.0,,False,531,0,0,44,1,60.9,8,0,11.6,45.6,394,0,0,0,1,0,9.0,0,5,0.06,0.39,0.45,5.54,2024-07-17T10:20:03.239305Z,100.0,100.0,101178,47,0,,,0,James,0.6,False,,2024-10-25T22:30:06.650947Z,,,1.3,Ward-Prowse,,a,9,Ward-Prowse,345,164,234,146,348,188,329,163,,,,,,,,,,,3,16,43.0,69.0,29.0,-14.0,37.0,173.0,-144.0,43.0
,,,,,,,,,,,,,532,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.242037Z,0.0,0.0,103192,393,0,,,0,Kurt,0.0,False,On loan to Al-Orobah for the rest of the season,2024-09-02T10:44:47.323774Z,,,0.0,Zouma,,u,0,Zouma,560,217,549,216,525,210,562,217,,,,,,,,,,,2,19,,,,,,202.0,,
,,,,,,,,,,,,,533,3,2,123,1,188.7,37,3,72.2,359.0,1279,0,0,0,0,0,173.0,4,15,1.30,0.79,2.09,24.54,2024-07-17T10:20:03.244689Z,100.0,100.0,448514,391,0,,,4,Rayan,1.5,False,,2024-09-08T23:00:07.055579Z,,,2.8,Aït-Nouri,,a,42,Aït-Nouri,28,8,86,18,82,6,51,6,,,,,,,,,,,2,20,,,,,,24.0,,
,,,,,,,,,,,,,534,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.246257Z,0.0,0.0,476502,276,0,,,0,Boubacar,0.0,False,Knee injury - Unknown return date,2024-08-30T04:00:05.724805Z,,,0.0,Traoré,,i,0,B.Traore,655,292,649,293,640,289,655,292,,,,,,,,,,,3,20,,,,,,288.0,,
,,,,,,,,,,,,,535,2,0,94,2,106.7,16,1,28.6,111.0,652,0,0,0,0,0,74.0,2,8,0.42,0.57,0.99,12.09,2024-07-17T10:20:03.247464Z,,,231057,252,0,,,1,Jean-Ricner,2.0,False,,,,,2.3,Bellegarde,,a,30,Bellegarde,249,106,167,109,189,114,228,117,,,,,,,,,,,3,20,,,,,,81.0,,
,,,,,,,,,,,,,536,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.248601Z,,,79602,603,0,,,0,Daniel,0.0,False,,,,,0.0,Bentley,,a,0,Bentley,480,42,458,19,419,9,482,42,,,,,,,,,,,1,20,,,,,,64.0,,
,,,,,,,,,,,,,537,0,0,4,0,14.3,0,0,1.9,3.0,6,0,0,0,0,0,2.0,0,0,0.00,0.05,0.05,0.00,2024-07-17T10:20:03.252893Z,0.0,0.0,510363,567,0,,,0,Francisco Jorge,0.0,False,Season long loan to RCD Mallorca,2024-09-01T09:12:21.111329Z,,,1.0,Tomás Oliveira,,u,1,Chiquinho,452,217,345,196,391,206,433,207,,,,,,,,,,,3,20,,,,,,223.0,,
,,,,,,,,,,,,,538,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.253879Z,0.0,0.0,497606,492,0,,,0,Tawanda,0.0,False,Loaened to Derby County,2024-08-27T08:37:28.318365Z,,,0.0,Chirewa,,u,0,Chirewa,613,260,609,264,593,257,615,262,,,,,,,,,,,3,20,,,,,,289.0,,
,,,,,,,,,,,,,539,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.254655Z,100.0,100.0,589507,495,0,,,0,Leon,0.0,False,,2024-09-10T11:40:34.472554Z,,,0.0,Chiwome,,a,0,Chiwome,641,59,637,59,622,59,643,59,,,,,,,,,,,4,20,,,,,,69.0,,
,,,,,,,,,,,,,540,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.255836Z,,,245923,570,0,,,0,Luke,0.0,False,,,,,0.0,Cundle,,a,0,Cundle,589,241,584,245,566,238,591,243,,,,,,,,,,,3,20,,,,,,290.0,,
2024-08-13T19:48:13.024771Z,541,184679.0,Kernowfornia United,3320890.0,55.0,48142.0,1.0,Scott,Renfree-Tuck,7.0,,False,541,3,16,380,1,397.7,35,7,120.8,428.6,1245,0,0,0,0,0,382.0,2,14,3.37,2.62,5.99,23.85,2024-07-17T10:20:03.257316Z,,,430871,52,0,,,1,Matheus,5.2,True,,,,,5.3,Santos Carneiro Da Cunha,,a,80,Cunha,9,2,15,1,20,11,7,2,,,,,,,,,,,4,20,4.0,55.0,16.0,12.0,4.0,4.0,12.0,4.0
,,,,,,,,,,,,,542,1,1,49,1,29.7,23,0,27.6,196.8,884,2,0,0,0,0,49.0,2,9,0.46,0.07,0.53,16.72,2024-07-17T10:20:03.259563Z,,,60232,401,0,,,0,Craig,-1.0,False,,,,,1.2,Dawson,,a,14,Dawson,149,59,301,91,231,69,233,73,,,,,,,,,,,2,20,,,,,,96.0,,
,,,,,,,,,,,,,543,0,0,30,0,65.1,15,1,22.3,101.4,378,0,0,0,0,0,57.0,1,4,0.59,0.45,1.04,5.27,2024-07-17T10:20:03.261802Z,,,87835,444,0,,,6,Matt,1.8,False,,,,,1.2,Doherty,,a,10,Doherty,262,98,225,58,216,60,264,86,,,,,,,,,,,2,20,,,,,,115.0,,
,,,,,,,,,,,,,544,1,0,72,0,52.3,7,0,13.0,58.4,280,0,0,0,0,0,18.0,0,2,0.40,0.18,0.58,6.49,2024-07-17T10:20:03.263006Z,,,220394,265,0,,,1,Tommy,0.8,False,,,,,1.5,Doyle,,a,16,Doyle,329,155,256,159,310,172,319,158,,,,,,,,,,,3,20,,,,,,138.0,,
,,,,,,,,,,,,,545,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.264900Z,0.0,0.0,449988,298,0,,,0,Fábio,0.0,False,Season long loan to Las Palmas,2024-08-30T20:53:22.805927Z,,,0.0,Silva,,u,0,Fábio Silva,672,67,668,66,665,67,672,67,,,,,,,,,,,4,20,,,,,,70.0,,
,,,,,,,,,,,,,546,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.266167Z,0.0,0.0,531363,493,0,,,0,Nathan,0.0,False,Loaned to Zulte Waregem,2024-08-26T10:19:49.301076Z,,,0.0,Fraser,,u,0,Fraser,622,54,618,54,602,54,624,54,,,,,,,,,,,4,20,,,,,,71.0,,
,,,,,,,,,,,,,547,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.267160Z,0.0,0.0,593001,512,0,,,0,Enso,0.0,False,Knee injury - Unknown return date,2024-08-05T15:00:04.514369Z,,,0.0,González,,i,0,Gonzalez,575,236,569,240,548,232,577,238,,,,,,,,,,,3,20,,,,,,291.0,,
,,,,,,,,,,,,,548,2,0,85,0,65.6,11,1,22.9,107.6,233,0,0,0,0,0,56.0,1,1,0.53,0.30,0.83,7.56,2024-07-17T10:20:03.270548Z,,,181284,170,0,,,1,Gonçalo Manuel,3.0,False,,,,,1.8,Ganchinho Guedes,,a,22,Guedes,251,107,223,139,218,122,263,130,,,,,,,,,,,3,20,,,,,,113.0,,
,,,,,,,,,,,,,549,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.271977Z,0.0,0.0,490721,463,0,,,0,Hugo,0.0,False,Loaned to Feyenoord,2024-08-14T08:32:21.592368Z,,,0.0,Bueno López,,u,0,H.Bueno,606,229,602,229,586,225,608,229,,,,,,,,,,,2,20,,,,,,203.0,,
2024-08-13T19:47:26.196013Z,550,289293.0,*Stratford Sardines*,3320887.0,52.0,48142.0,7.0,Flat,7,6.0,,False,550,0,0,40,0,40.6,10,0,7.1,21.4,294,0,0,0,0,0,10.0,0,2,0.00,0.17,0.17,5.93,2024-07-17T10:20:03.273742Z,100.0,100.0,184754,56,0,,,0,Hwang,0.8,False,,2024-10-16T12:30:07.628110Z,,,1.1,Hee-chan,,a,10,Hee Chan,392,186,282,170,340,184,365,181,,,,,,,,,,,3,20,40.0,52.0,22.0,-18.0,42.0,163.0,-141.0,42.0
,,,,,,,,,,,,,551,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.275965Z,0.0,0.0,240299,571,0,,,0,Joe,0.0,False,Season long to Huddersfield Town,2024-08-29T11:12:19.576028Z,,,0.0,Hodge,,u,0,Hodge,585,238,580,242,562,235,587,240,,,,,,,,,,,3,20,,,,,,292.0,,
,,,,,,,,,,,,,552,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.277980Z,0.0,0.0,441271,669,0,,,0,Ki-Jana,0.0,False,Loaned to Auxerre,2024-08-26T10:11:13.033350Z,,,0.0,Hoever,,u,0,Hoever,504,177,484,175,448,160,506,177,,,,,,,,,,,2,20,,,,,,204.0,,
,,,,,,,,,,,,,553,1,5,192,1,167.6,34,2,50.1,234.4,1268,0,0,0,0,0,99.0,5,15,1.03,0.66,1.69,22.22,2024-07-17T10:20:03.279213Z,0.0,,448089,217,0,,,1,João Victor,4.2,False,Suspended until 22 Dec,2024-12-10T00:00:08.608247Z,,,2.9,Gomes da Silva,,s,43,J.Gomes,111,38,102,76,142,90,116,68,,,,,,,,,,,3,20,,,,,,42.0,,
2024-08-13T20:13:33.192215Z,554,228518.0,Boom Boom Eagle FC,3320963.0,128.0,48142.0,2.0,Sam,Thorpe,15.0,,False,554,0,0,46,1,10.0,23,0,19.9,189.4,810,0,0,0,0,27,0.0,1,9,0.00,0.01,0.01,14.24,2024-07-17T10:20:03.280162Z,,,149065,370,0,,,0,José,0.5,False,,,,,1.7,Malheiro de Sá,,a,15,José Sá,156,19,366,6,512,47,278,18,,,,,,,,,,,1,20,15.0,128.0,14.0,-1.0,11.0,22.0,-8.0,13.0
,,,,,,,,,,,,,555,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.281187Z,0.0,0.0,429414,279,0,,,0,Saša,0.0,False,Knee injury - Unknown return date,2024-08-22T10:59:37.463254Z,,,0.0,Kalajdžić,,i,0,Kalajdžić,654,61,648,60,638,61,654,61,,,,,,,,,,,4,20,,,,,,72.0,,
,,,,,,,,,,,,,556,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.282506Z,,,138001,670,0,,,0,Tom,0.0,False,,,,,0.0,King,,a,0,King,484,44,462,21,425,11,486,44,,,,,,,,,,,1,20,,,,,,65.0,,
,,,,,,,,,,,,,557,3,5,236,1,144.2,36,1,59.0,333.0,1242,0,0,0,0,0,113.0,4,14,1.24,0.76,2.00,24.57,2024-07-17T10:20:03.284137Z,100.0,100.0,151086,204,0,,,1,Mario,2.5,False,,2024-11-02T08:00:08.399249Z,,,2.9,Lemina,,a,44,Mario Jr.,35,10,125,91,130,84,88,54,,,,,,,,,,,3,20,,,,,,40.0,,
,,,,,,,,,,,,,558,0,0,24,0,27.3,12,0,16.0,110.2,441,0,0,0,0,0,21.0,2,5,0.33,0.03,0.36,5.63,2024-07-17T10:20:03.285799Z,0.0,0.0,501837,672,0,,,0,Yerson,0.0,False,Knee injury - Expected back 01 Jun,2024-09-21T20:30:06.017799Z,,,0.6,Mosquera,,i,3,Mosquera,250,96,307,95,292,92,305,99,,,,,,,,,,,2,20,,,,,,134.0,,
,,,,,,,,,,,,,559,2,0,63,1,126.0,25,0,41.6,227.0,1050,0,0,0,0,0,62.0,5,12,0.55,0.66,1.21,21.39,2024-07-17T10:20:03.287205Z,100.0,100.0,200402,410,0,,,1,Nélson,0.5,False,,2024-11-30T20:30:08.621993Z,,,1.6,Cabral Semedo,,a,19,N.Semedo,121,46,147,31,209,55,152,39,,,,,,,,,,,2,20,,,,,,77.0,,
2024-08-13T20:11:28.742675Z,560,318371.0,Up the Ding,3320955.0,120.0,48142.0,3.0,Matthew,Stent,14.0,,False,560,2,4,135,1,253.5,8,1,54.7,158.4,730,0,0,0,0,0,135.0,5,7,0.53,1.69,2.22,11.27,2024-07-17T10:20:03.290943Z,0.0,100.0,247632,61,0,,,1,Pedro,2.6,False,Suspended until 22 Dec,2024-12-09T09:30:06.764738Z,,,2.2,Lomba Neto,,s,29,Neto,189,75,49,40,111,71,98,59,,,,,,,,,,,3,6,35.0,120.0,45.0,10.0,15.0,86.0,-41.0,29.0
,,,,,,,,,,,,,561,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:03.292684Z,,,641221,673,0,,,0,Pedro,0.0,False,,,,,0.0,Cardoso de Lima,,a,0,Pedro Lima,546,209,526,207,494,196,548,209,,,,,,,,,,,2,20,,,,,,205.0,,
,,,,,,,,,,,,,562,0,0,9,0,1.1,2,0,0.4,3.0,46,0,0,0,0,0,1.0,0,0,0.04,0.01,0.05,0.70,2024-07-17T10:20:03.293689Z,0.0,0.0,200600,171,0,,,0,Daniel,0.0,False,Transferred to Al-Shabab,2024-09-05T10:36:18.217223Z,,,1.0,Castelo Podence,,u,2,Podence,453,218,421,215,405,217,461,221,,,,,,,,,,,3,20,,,,,,213.0,,
,,,,,,,,,,,,,563,0,0,32,0,46.7,10,0,10.6,30.6,269,0,0,0,0,0,30.0,0,3,0.06,0.07,0.13,6.69,2024-07-17T10:20:03.294763Z,,,483081,172,0,,,1,Rodrigo,1.2,False,,,,,1.2,Martins Gomes,,a,11,R.Gomes,368,171,270,166,275,151,335,168,,,,,,,,,,,3,20,,,,,,157.0,,
,,,,,,,,,,,,,564,0,0,30,1,4.0,16,0,13.4,113.6,610,0,0,0,0,0,17.0,0,7,0.21,0.02,0.23,11.24,2024-07-17T10:20:03.295719Z,100.0,100.0,231480,483,0,,,1,Santiago,0.2,False,,2024-11-21T08:30:09.504880Z,,,1.4,Bueno,,a,11,S.Bueno,243,93,393,135,313,101,318,104,,,,,,,,,,,2,20,,,,,,108.0,,
2024-08-13T19:57:02.875098Z,565,324701.0,Eleven Hags,3320915.0,80.0,48142.0,8.0,Liam,Thaker,9.0,,False,565,0,0,47,0,51.0,3,1,19.4,64.6,179,0,0,0,0,0,78.0,1,2,1.43,0.42,1.85,2.23,2024-07-17T10:20:03.299078Z,75.0,75.0,88484,123,0,,,0,Pablo,0.0,False,Calf injury - 75% chance of playing,2024-12-06T10:30:08.162176Z,,,2.2,Sarabia,,d,10,Sarabia,318,150,259,160,181,110,283,143,,,,,,,,,,,3,20,41.0,80.0,32.0,-9.0,34.0,164.0,-132.0,40.0
,,,,,,,,,,,,,566,2,7,262,2,128.0,33,6,75.9,292.2,1226,0,0,0,0,0,341.0,2,15,3.50,0.51,4.01,22.92,2024-07-17T10:20:03.301102Z,,,247412,173,0,,,2,Jørgen,5.0,False,,,,,4.3,Strand Larsen,,a,65,Strand Larsen,60,9,145,17,28,14,44,12,,,,,,,,,,,4,20,,,,,,10.0,,
,,,,,,,,,,,,,567,1,2,68,1,42.4,26,0,26.8,205.2,993,0,0,0,0,0,21.0,4,12,0.03,0.31,0.34,20.03,2024-07-17T10:20:03.302861Z,100.0,100.0,510362,387,0,,,1,Toti António,1.2,False,,2024-09-15T23:00:06.339703Z,,,1.5,Gomes,,a,19,Toti,139,57,278,79,294,94,236,75,,,,,,,,,,,2,20,,,,,,78.0,,
2024-08-13T20:14:50.509222Z,568,325685.0,TAA very much,3320967.0,132.0,48142.0,6.0,James,Mason,15.0,,False,568,0,3,148,1,0.0,25,0,41.3,413.8,1260,0,0,0,0,56,0.0,1,14,0.00,0.01,0.01,29.67,2024-07-18T12:51:30.806182Z,100.0,100.0,232917,573,0,,,2,Arijanet,2.6,False,,2024-08-17T20:30:06.519689Z,,,2.8,Muric,,a,39,Muric,11,3,557,60,534,52,155,3,,,,,,,,,,,1,10,10.0,132.0,16.0,6.0,5.0,11.0,5.0,5.0
,,,,,,,,,,,,,569,0,0,18,1,18.7,5,0,7.4,17.4,325,0,0,0,1,0,45.0,2,2,0.46,0.17,0.63,4.73,2024-07-22T12:22:42.574609Z,100.0,100.0,481624,175,0,,,1,Jaden,1.0,False,,2024-10-19T16:30:07.135033Z,,,0.8,Philogene,,a,9,Jaden,401,189,331,188,241,134,361,180,,,,,,,,,,,3,2,,,,,,174.0,,
,,,,,,,,,,,,,570,2,3,125,0,104.3,14,0,40.1,147.6,576,0,0,0,0,0,148.0,0,6,0.41,1.42,1.83,11.00,2024-07-22T12:22:43.968610Z,0.0,0.0,531442,174,0,,,0,Abdul,0.4,False,Knee injury - Expected back 01 Jun,2024-11-21T10:30:09.372550Z,,,2.4,Fatawu,,i,26,A.Fatawu,201,81,169,111,98,63,165,94,,,,,,,,,,,3,11,,,,,,102.0,,
,,,,,,,,,,,,,571,3,6,152,2,328.2,11,0,72.8,143.4,710,0,0,0,0,0,256.0,2,9,2.09,2.98,5.07,8.47,2024-07-22T12:22:45.650915Z,100.0,100.0,510281,72,0,,,2,Sávio 'Savinho',1.5,False,,2024-10-31T02:30:07.756984Z,,,2.9,Moreira de Oliveira,,a,35,Sávio,206,83,28,23,46,28,49,31,,,,,,,,,,,3,13,,,,,,69.0,,
,,,,,,,,,,,,,572,0,0,1,0,1.3,4,0,2.0,19.4,96,0,0,0,0,0,0.0,0,1,0.00,0.00,0.00,2.37,2024-07-22T12:22:45.899345Z,100.0,100.0,550864,569,0,,,1,Leny,0.4,False,,2024-08-05T15:00:04.535911Z,,,1.0,Yoro,,a,2,Yoro,397,139,419,151,524,209,429,147,,,,,,,,,,,2,14,,,,,,142.0,,
,,,,,,,,,,,,,573,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-22T12:22:45.921026Z,0.0,0.0,578512,668,0,,,0,Miodrag,0.0,False,Loaned to Willem II,2024-09-10T11:08:18.853575Z,,,0.0,Pivaš,,u,0,Pivas,538,201,518,199,484,186,540,201,,,,,,,,,,,2,15,,,,,,206.0,,
,,,,,,,,,,,,,574,1,0,169,5,47.4,17,1,41.1,242.8,1260,0,0,0,0,0,123.0,2,14,2.05,0.44,2.49,15.86,2024-07-22T12:22:46.185901Z,,,227444,568,0,,,7,Nikola,3.0,False,,,,,3.6,Milenković,,a,50,Milenković,102,38,267,72,122,13,159,43,,,,,,,,,,,2,16,,,,,,11.0,,
,,,,,,,,,,,,,575,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-24T11:53:42.030719Z,0.0,0.0,488464,676,0,,,0,Caleb,0.0,False,Loaned to Strasbourg,2024-08-13T07:07:06.645739Z,,,0.0,Wiley,,u,0,Wiley,516,182,496,180,460,165,518,182,,,,,,,,,,,2,6,,,,,,207.0,,
,,,,,,,,,,,,,576,0,0,14,0,7.1,0,0,2.9,15.2,48,0,0,0,0,0,7.0,1,0,0.04,0.00,0.04,1.48,2024-07-24T11:53:43.114581Z,,,229384,332,0,,,0,Andy,0.5,False,,,,,0.8,Irving,,a,4,Irving,406,190,379,205,355,193,411,198,,,,,,,,,,,3,19,,,,,,200.0,,
,,,,,,,,,,,,,577,0,0,69,3,158.0,8,0,38.4,91.6,490,0,0,0,0,0,135.0,0,6,1.40,0.81,2.21,5.37,2024-07-26T16:03:07.623009Z,,,463903,176,0,,,0,Jesper,2.0,False,,,,,1.8,Lindstrøm,,a,18,Lindstrøm,276,125,116,84,110,70,175,97,,,,,,,,,,,3,8,,,,,,129.0,,
2024-08-13T19:49:07.968510Z,578,289293.0,*Stratford Sardines*,3320892.0,57.0,48142.0,3.0,Flat,7,7.0,,False,578,0,1,77,1,46.3,8,1,29.4,137.8,505,0,0,0,0,0,111.0,1,6,0.55,0.43,0.98,5.93,2024-07-30T14:01:06.838136Z,75.0,75.0,466075,94,0,,,0,Riccardo,1.2,False,Knock - 75% chance of playing,2024-12-05T01:00:08.685840Z,,,2.5,Calafiori,,d,20,Calafiori,212,82,271,75,134,17,222,68,,,,,,,,,,,2,1,34.0,57.0,14.0,-20.0,39.0,73.0,-59.0,36.0
,,,,,,,,,,,,,579,0,0,2,0,0.0,0,0,0.2,2.0,4,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.02,2024-07-30T14:01:07.134038Z,100.0,100.0,184349,572,0,,,0,Ryan,0.2,False,,2024-11-29T14:30:06.735790Z,,,1.0,Sessegnon,,a,1,Sessegnon,456,158,531,208,501,198,467,161,,,,,,,,,,,2,9,,,,,,156.0,,
,,,,,,,,,,,,,580,0,3,87,1,67.4,5,1,28.3,154.2,430,0,0,0,0,0,61.0,1,4,0.83,0.36,1.19,6.53,2024-08-01T12:03:42.024600Z,,,554605,578,0,,,2,Dean,4.8,False,,,,,2.7,Huijsen,,a,24,Huijsen,198,78,218,57,212,57,229,71,,,,,,,,,,,2,3,,,,,,63.0,,
,,,,,,,,,,,,,581,0,0,10,0,0.0,1,0,2.7,26.6,90,0,0,0,0,3,0.0,0,1,0.00,0.00,0.00,1.56,2024-08-01T12:03:42.301104Z,100.0,100.0,508479,574,0,,,0,Filip,0.6,False,,2024-11-21T08:30:09.544798Z,,,3.0,Jørgensen,,a,3,Jørgensen,377,32,534,49,504,40,415,32,,,,,,,,,,,1,6,,,,,,31.0,,
,,,,,,,,,,,,,582,0,0,1,0,0.5,1,0,0.5,5.0,34,0,0,0,0,0,0.0,1,0,0.00,0.00,0.00,0.82,2024-08-01T12:03:43.233747Z,,,512462,333,0,,,0,Jake,0.3,False,,,,,0.5,O'Brien,,a,1,O'Brien,441,154,427,154,630,226,457,157,,,,,,,,,,,2,8,,,,,,157.0,,
,,,,,,,,,,,,,583,0,0,2,0,10.0,1,0,1.4,4.0,1,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.23,2024-08-01T12:03:43.254071Z,,,108053,671,0,,,0,Conor,0.0,False,,,,,1.0,Townsend,,a,1,Townsend,445,156,364,117,422,147,441,152,,,,,,,,,,,2,10,,,,,,158.0,,
,,,,,,,,,,,,,584,0,0,43,0,63.6,10,0,16.8,21.8,446,0,0,0,0,0,81.0,1,4,0.90,0.15,1.05,11.43,2024-08-01T12:03:44.741160Z,,,204814,177,0,,,1,Ben,0.8,False,,,,,1.3,Brereton Díaz,,a,13,Brereton Díaz,390,184,226,141,173,105,301,151,,,,,,,,,,,3,17,,,,,,149.0,,
2024-08-13T19:50:52.431254Z,585,184585.0,Easy Three Points,3320898.0,63.0,48142.0,9.0,Jonathan,Ako,7.0,,False,585,2,3,145,2,187.7,11,1,63.4,133.2,820,0,0,0,0,0,313.0,2,8,2.09,2.34,4.43,11.71,2024-08-02T15:56:37.069619Z,,,232185,95,0,,,2,Ismaïla,4.8,False,,,,,2.5,Sarr,,a,37,I.Sarr,220,90,87,67,32,17,76,47,,,,,,,,,,,3,7,27.0,63.0,26.0,-1.0,27.0,61.0,-35.0,27.0
,,,,,,,,,,,,,586,0,0,7,0,0.0,1,0,0.4,4.4,3,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.43,2024-08-05T12:08:09.766708Z,100.0,100.0,246301,579,0,,,1,Jorge,0.5,False,,2024-11-29T14:30:06.749491Z,,,1.0,Cuenca Barreno,,a,3,J.Cuenca,443,155,558,220,536,215,459,159,,,,,,,,,,,2,9,,,,,,135.0,,
